epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
397,61227.9,0.45934,0.72374,0.25199,0.93732,0.73024,0.99206,0.9854,0.95409,0.73024,0.99206,0.9854,0.90375,0.26478,0.51341,1.44908,0.81389,0.0006932,0.0006932,0.0006932
398,61384.1,0.46777,0.68432,0.26099,0.92625,0.69971,0.98413,0.97609,0.95761,0.69971,0.98413,0.97609,0.88044,0.24765,0.55199,1.38693,0.80995,0.0006899,0.0006899,0.0006899
399,61541.9,0.48269,0.69125,0.26553,0.94107,0.85321,0.93651,0.97412,0.95785,0.85321,0.93651,0.97412,0.89302,0.25185,0.55249,0.79168,0.81159,0.0006866,0.0006866,0.0006866
400,61698.8,0.449,0.68749,0.25486,0.92189,0.76948,0.89683,0.95813,0.93887,0.76948,0.89683,0.95813,0.8882,0.27053,0.5484,0.73169,0.81729,0.0006833,0.0006833,0.0006833
401,61854.8,0.47095,0.69084,0.25923,0.93745,0.80212,0.90078,0.95951,0.94082,0.80212,0.90078,0.95951,0.89061,0.27597,0.5259,0.77997,0.82075,0.00068,0.00068,0.00068
402,62011.9,0.46339,0.70306,0.24821,0.93566,0.93899,0.97717,0.99093,0.97007,0.93899,0.97717,0.99093,0.91646,0.25739,0.52085,0.61674,0.807,0.0006767,0.0006767,0.0006767
403,62164.4,0.48922,0.72211,0.25897,0.94187,0.97997,1,0.995,0.96368,0.97997,1,0.995,0.9179,0.2577,0.5198,0.47675,0.81155,0.0006734,0.0006734,0.0006734
404,62320.6,0.4605,0.70846,0.24728,0.94281,0.94526,1,0.9946,0.96592,0.94526,1,0.9946,0.92198,0.25475,0.49108,0.80623,0.81332,0.0006701,0.0006701,0.0006701
405,62478.5,0.49775,0.73221,0.265,0.95377,0.73913,1,0.92642,0.89765,0.73913,1,0.92642,0.85013,0.26017,0.50754,1.24666,0.81792,0.0006668,0.0006668,0.0006668
406,62628.7,0.4772,0.72366,0.26153,0.95837,0.65818,0.96032,0.90821,0.88834,0.65818,0.96032,0.90821,0.84622,0.24602,0.49117,1.11447,0.81061,0.0006635,0.0006635,0.0006635
407,62769.8,0.49881,0.71094,0.27356,0.95966,0.82764,0.95238,0.95704,0.93679,0.82764,0.95238,0.95704,0.88563,0.27753,0.51507,0.98915,0.82147,0.0006602,0.0006602,0.0006602
408,62910.5,0.49048,0.74075,0.26382,0.95708,0.91443,0.93291,0.98098,0.95794,0.91443,0.93291,0.98098,0.92061,0.24613,0.47495,0.66856,0.81412,0.0006569,0.0006569,0.0006569
409,63051,0.44265,0.68853,0.27087,0.92683,0.9197,1,0.98284,0.96321,0.9197,1,0.98284,0.9244,0.23761,0.45822,0.56027,0.8174,0.0006536,0.0006536,0.0006536
410,63191,0.43576,0.66969,0.255,0.9596,0.93595,1,0.99033,0.974,0.93595,1,0.99033,0.92346,0.23875,0.46951,0.44706,0.82012,0.0006503,0.0006503,0.0006503
411,63330.9,0.47086,0.6939,0.26295,0.93306,0.89633,0.96032,0.98688,0.96756,0.89633,0.96032,0.98688,0.90779,0.24427,0.54432,0.67359,0.82159,0.000647,0.000647,0.000647
412,63472,0.46251,0.68833,0.26676,0.94131,0.87323,0.98401,0.98802,0.96923,0.87323,0.98401,0.98802,0.90981,0.2454,0.52789,0.81392,0.8184,0.0006437,0.0006437,0.0006437
413,63614.9,0.49114,0.71061,0.26631,0.97024,0.84899,1,0.98946,0.96727,0.84899,1,0.98946,0.91974,0.23261,0.49636,1.00108,0.80511,0.0006404,0.0006404,0.0006404
414,63755.1,0.47139,0.72854,0.26766,0.94361,0.78561,1,0.96896,0.94332,0.78561,1,0.96896,0.91734,0.24144,0.44865,1.15975,0.81076,0.0006371,0.0006371,0.0006371
415,63908.2,0.48368,0.72651,0.25801,0.96755,0.82148,0.98608,0.97201,0.96258,0.82148,0.98608,0.97201,0.9105,0.22799,0.46506,0.90911,0.80096,0.0006338,0.0006338,0.0006338
416,64064.8,0.46197,0.71291,0.25933,0.94915,0.80295,1,0.96703,0.95982,0.80295,1,0.96703,0.89456,0.23512,0.52616,0.88013,0.81246,0.0006305,0.0006305,0.0006305
417,64221.6,0.46947,0.69763,0.25345,0.9458,0.8183,0.98413,0.96204,0.94747,0.8183,0.98413,0.96204,0.89256,0.24272,0.52265,1.0365,0.81274,0.0006272,0.0006272,0.0006272
418,64380.7,0.45677,0.68032,0.24265,0.93548,0.74364,1,0.96482,0.94929,0.74364,1,0.96482,0.89214,0.23735,0.54891,1.36194,0.80922,0.0006239,0.0006239,0.0006239
419,64539.2,0.43306,0.69306,0.24146,0.9269,0.81319,1,0.97816,0.96263,0.81319,1,0.97816,0.90996,0.23811,0.50529,1.01555,0.80859,0.0006206,0.0006206,0.0006206
420,64696.4,0.47711,0.71273,0.25063,0.93609,0.78283,0.94444,0.96155,0.9475,0.78283,0.94444,0.96155,0.90074,0.24013,0.47696,0.91753,0.80764,0.0006173,0.0006173,0.0006173
421,64855.9,0.48695,0.73258,0.27236,0.96307,0.79539,0.98727,0.96072,0.94139,0.79539,0.98727,0.96072,0.90329,0.25604,0.46618,0.81544,0.81065,0.000614,0.000614,0.000614
422,65014.4,0.47716,0.693,0.26243,0.93893,0.74841,0.99206,0.95746,0.94184,0.74841,0.99206,0.95746,0.91097,0.22668,0.44244,0.96406,0.80037,0.0006107,0.0006107,0.0006107
423,65172,0.46116,0.691,0.26043,0.9357,0.74342,0.98879,0.94507,0.93113,0.74342,0.98879,0.94507,0.88756,0.22418,0.47398,1.0346,0.80606,0.0006074,0.0006074,0.0006074
424,65331.6,0.4494,0.72233,0.24702,0.94027,0.69296,0.89562,0.92786,0.91445,0.69296,0.89562,0.92786,0.87003,0.22421,0.49873,1.09399,0.81216,0.0006041,0.0006041,0.0006041
425,65489.9,0.47398,0.69864,0.26618,0.95065,0.54853,0.90476,0.87701,0.86098,0.54853,0.90476,0.87701,0.8139,0.2497,0.51577,1.5252,0.81668,0.0006008,0.0006008,0.0006008
426,65647.3,0.47095,0.71049,0.25988,0.92769,0.55522,0.93651,0.89946,0.88349,0.55522,0.93651,0.89946,0.8285,0.25595,0.51758,1.56679,0.82135,0.0005975,0.0005975,0.0005975
427,65806.9,0.45407,0.69791,0.24317,0.92054,0.62327,0.93651,0.91569,0.90515,0.62327,0.93651,0.91569,0.85355,0.23616,0.48947,1.43803,0.81251,0.0005942,0.0005942,0.0005942
428,65965,0.45551,0.7,0.26173,0.94871,0.7072,0.95238,0.94506,0.9365,0.7072,0.95238,0.94506,0.88974,0.2367,0.48267,1.23378,0.80874,0.0005909,0.0005909,0.0005909
429,66122.9,0.47963,0.72475,0.25608,0.94388,0.87076,0.95238,0.97939,0.96374,0.87076,0.95238,0.97939,0.91536,0.24114,0.47549,0.92739,0.80214,0.0005876,0.0005876,0.0005876
430,66281.6,0.45412,0.66596,0.24863,0.9301,0.93969,0.98927,0.9892,0.96918,0.93969,0.98927,0.9892,0.91959,0.24039,0.49792,0.67437,0.80818,0.0005843,0.0005843,0.0005843
431,66439,0.44814,0.6665,0.24446,0.92115,0.97248,1,0.995,0.9783,0.97248,1,0.995,0.92542,0.23085,0.46383,0.68799,0.8013,0.000581,0.000581,0.000581
432,66596.6,0.4582,0.70875,0.26373,0.93492,0.99481,1,0.995,0.97538,0.99481,1,0.995,0.92157,0.23528,0.46674,0.79296,0.80006,0.0005777,0.0005777,0.0005777
433,66755.9,0.47965,0.70947,0.26555,0.96539,0.97093,0.98413,0.99429,0.98037,0.97093,0.98413,0.99429,0.92355,0.24113,0.47448,1.15621,0.80013,0.0005744,0.0005744,0.0005744
434,66914.9,0.45078,0.69103,0.24608,0.94188,0.95074,0.98413,0.99298,0.97859,0.95074,0.98413,0.99298,0.91559,0.22874,0.50715,1.27053,0.80501,0.0005711,0.0005711,0.0005711
435,67072.8,0.47837,0.72147,0.26306,0.93998,0.93728,0.94885,0.98333,0.96378,0.93728,0.94885,0.98333,0.91862,0.23825,0.48176,1.2368,0.81049,0.0005678,0.0005678,0.0005678
436,67233,0.44327,0.66493,0.25021,0.92144,0.92068,0.90476,0.96933,0.95818,0.92068,0.90476,0.96933,0.90288,0.23931,0.48834,1.16436,0.80887,0.0005645,0.0005645,0.0005645
437,67392,0.44328,0.70692,0.24423,0.93514,0.92912,0.89683,0.96736,0.96228,0.92912,0.89683,0.96736,0.90588,0.23938,0.48338,1.23442,0.81138,0.0005612,0.0005612,0.0005612
438,67550.3,0.4425,0.73322,0.25145,0.94338,0.99145,0.92027,0.98966,0.98528,0.99145,0.92027,0.98966,0.93248,0.22012,0.46134,0.92548,0.80099,0.0005579,0.0005579,0.0005579
439,67709.1,0.46767,0.70329,0.25984,0.94514,0.98302,1,0.995,0.98788,0.98302,1,0.995,0.93429,0.21099,0.48039,0.67509,0.79979,0.0005546,0.0005546,0.0005546
440,67867.1,0.4748,0.68089,0.25301,0.95249,0.98318,1,0.995,0.983,0.98318,1,0.995,0.93429,0.20282,0.47191,0.41824,0.79407,0.0005513,0.0005513,0.0005513
441,68023.9,0.45185,0.69569,0.25057,0.92185,0.964,1,0.99412,0.98132,0.964,1,0.99412,0.92257,0.23375,0.51858,0.43099,0.80917,0.000548,0.000548,0.000548
442,68181.7,0.46726,0.67897,0.25634,0.93689,0.94539,0.96181,0.99061,0.97901,0.94539,0.96181,0.99061,0.91875,0.23001,0.51708,0.48008,0.80937,0.0005447,0.0005447,0.0005447
443,68339.7,0.46036,0.68756,0.2546,0.92469,0.91876,0.98727,0.98518,0.97254,0.91876,0.98727,0.98518,0.92155,0.23868,0.50446,0.53237,0.80825,0.0005414,0.0005414,0.0005414
444,68496.7,0.45424,0.6888,0.24986,0.94391,0.91674,1,0.99114,0.97008,0.91674,1,0.99114,0.93032,0.24847,0.45449,0.64721,0.80117,0.0005381,0.0005381,0.0005381
445,68655.4,0.40891,0.67113,0.2299,0.90675,0.84478,1,0.98686,0.97254,0.84478,1,0.98686,0.92011,0.22682,0.47329,0.73494,0.80007,0.0005348,0.0005348,0.0005348
446,68815.3,0.43261,0.68219,0.22767,0.93416,0.81735,1,0.97387,0.96056,0.81735,1,0.97387,0.91518,0.22969,0.46847,0.79296,0.7999,0.0005315,0.0005315,0.0005315
447,68973,0.45278,0.71506,0.24655,0.93437,0.76522,0.95238,0.94433,0.9319,0.76522,0.95238,0.94433,0.88661,0.23447,0.45723,0.92972,0.80049,0.0005282,0.0005282,0.0005282
448,69131.5,0.46035,0.70704,0.25309,0.94165,0.8536,0.96032,0.96477,0.95119,0.8536,0.96032,0.96477,0.90694,0.20709,0.47611,0.77903,0.79686,0.0005249,0.0005249,0.0005249
449,69290.1,0.41753,0.65064,0.22801,0.92406,0.9197,0.99987,0.97807,0.96859,0.9197,0.99987,0.97807,0.91932,0.20145,0.49236,0.84137,0.79519,0.0005216,0.0005216,0.0005216
450,69447.8,0.43119,0.64945,0.24186,0.91783,0.82882,1,0.96536,0.95604,0.82882,1,0.96536,0.90804,0.21834,0.48487,0.91375,0.79984,0.0005183,0.0005183,0.0005183
451,69606.3,0.46416,0.68394,0.2509,0.93547,0.92661,1,0.97888,0.97027,0.92661,1,0.97888,0.91359,0.23121,0.49604,0.7348,0.80575,0.000515,0.000515,0.000515
452,69765.3,0.43672,0.6428,0.23657,0.94263,0.90959,1,0.98711,0.97242,0.90959,1,0.98711,0.92523,0.22293,0.48038,0.61821,0.79633,0.0005117,0.0005117,0.0005117
453,69923,0.46361,0.67431,0.25513,0.92862,0.90784,1,0.98425,0.95983,0.90784,1,0.98425,0.91876,0.25169,0.4866,0.75547,0.80523,0.0005084,0.0005084,0.0005084
454,70081.1,0.43675,0.67289,0.2453,0.91932,0.91912,0.99211,0.98362,0.96724,0.91912,0.99211,0.98362,0.91927,0.24365,0.48644,0.74812,0.80507,0.0005051,0.0005051,0.0005051
455,70239.6,0.45748,0.68516,0.24933,0.93664,0.92889,1,0.98383,0.96415,0.92889,1,0.98383,0.91016,0.24817,0.48845,0.82339,0.80686,0.0005018,0.0005018,0.0005018
456,70397,0.44134,0.69862,0.2482,0.93484,0.93377,1,0.98977,0.96225,0.93377,1,0.98977,0.92599,0.23084,0.45021,0.85199,0.80173,0.0004985,0.0004985,0.0004985
457,70555,0.4517,0.7103,0.24854,0.94174,0.94401,1,0.98919,0.97339,0.94401,1,0.98919,0.91729,0.23695,0.49753,0.91338,0.80676,0.0004952,0.0004952,0.0004952
458,70712.9,0.42922,0.65232,0.23634,0.92166,0.95241,0.95298,0.98592,0.97406,0.95241,0.95298,0.98592,0.92625,0.22787,0.46968,0.94894,0.80379,0.0004919,0.0004919,0.0004919
459,70869.2,0.43411,0.6803,0.24209,0.9191,0.92353,0.92063,0.98023,0.96578,0.92353,0.92063,0.98023,0.92317,0.24172,0.46221,1.04268,0.80602,0.0004886,0.0004886,0.0004886
460,71023.8,0.44097,0.67164,0.23616,0.9309,0.94023,0.99887,0.98038,0.96534,0.94023,0.99887,0.98038,0.91228,0.23414,0.48652,0.91741,0.8097,0.0004853,0.0004853,0.0004853
461,71182.5,0.47553,0.68999,0.25405,0.94264,0.77629,1,0.97846,0.9631,0.77629,1,0.97846,0.91822,0.23869,0.47514,1.21536,0.81153,0.000482,0.000482,0.000482
462,71340,0.45494,0.69089,0.25584,0.94028,0.78664,1,0.989,0.97641,0.78664,1,0.989,0.92436,0.22362,0.46188,1.22789,0.80112,0.0004787,0.0004787,0.0004787
463,71498.7,0.44234,0.68318,0.24409,0.94385,0.97144,1,0.99453,0.97623,0.97144,1,0.99453,0.92533,0.22189,0.46433,0.61474,0.80267,0.0004754,0.0004754,0.0004754
464,71658.2,0.43248,0.67342,0.23562,0.92743,0.94856,1,0.99182,0.97944,0.94856,1,0.99182,0.92522,0.22929,0.47935,0.64369,0.80087,0.0004721,0.0004721,0.0004721
465,71816.4,0.43736,0.69829,0.23597,0.93643,0.90576,1,0.9875,0.9784,0.90576,1,0.9875,0.92872,0.21761,0.47674,0.63898,0.79661,0.0004688,0.0004688,0.0004688
466,71974.4,0.44867,0.7235,0.25536,0.94358,0.90087,1,0.98775,0.97824,0.90087,1,0.98775,0.93023,0.21706,0.46407,0.5917,0.80005,0.0004655,0.0004655,0.0004655
467,72133.3,0.43115,0.65113,0.23502,0.91219,0.89314,0.92857,0.97724,0.97141,0.89314,0.92857,0.97724,0.91538,0.21193,0.46852,0.87376,0.7983,0.0004622,0.0004622,0.0004622
468,72291.2,0.43007,0.66537,0.22856,0.92787,0.85132,0.95432,0.97867,0.97191,0.85132,0.95432,0.97867,0.92185,0.21432,0.4546,0.82783,0.79877,0.0004589,0.0004589,0.0004589
469,72450.3,0.44776,0.67543,0.24209,0.92667,0.78401,1,0.97854,0.97379,0.78401,1,0.97854,0.92016,0.21122,0.47199,0.95047,0.79908,0.0004556,0.0004556,0.0004556
470,72609.8,0.40374,0.62926,0.2169,0.91921,0.83524,1,0.97863,0.96997,0.83524,1,0.97863,0.92293,0.21596,0.48789,0.80683,0.79701,0.0004523,0.0004523,0.0004523
471,72767.2,0.44811,0.69139,0.24669,0.93014,0.8447,1,0.97768,0.96834,0.8447,1,0.97768,0.91629,0.21687,0.47648,0.78886,0.80033,0.000449,0.000449,0.000449
472,72925.5,0.43568,0.67209,0.22636,0.92609,0.84449,1,0.97593,0.97037,0.84449,1,0.97593,0.92052,0.20148,0.46675,0.64571,0.79595,0.0004457,0.0004457,0.0004457
473,73083.7,0.43592,0.67982,0.22881,0.93715,0.91876,1,0.99076,0.98023,0.91876,1,0.99076,0.92864,0.22141,0.48064,0.38499,0.79983,0.0004424,0.0004424,0.0004424
474,73239.6,0.44231,0.70216,0.24937,0.9184,0.96913,1,0.99453,0.98353,0.96913,1,0.99453,0.93139,0.2293,0.47542,0.33957,0.80177,0.0004391,0.0004391,0.0004391
475,73397.2,0.43778,0.67112,0.23891,0.92778,0.95395,1,0.99445,0.98317,0.95395,1,0.99445,0.92782,0.22067,0.48469,0.39917,0.80041,0.0004358,0.0004358,0.0004358
476,73556.8,0.44927,0.69637,0.24556,0.92006,0.93311,1,0.98983,0.97458,0.93311,1,0.98983,0.9202,0.22052,0.48062,0.51425,0.80065,0.0004325,0.0004325,0.0004325
477,73713.9,0.45337,0.69192,0.23648,0.94001,0.88517,1,0.98618,0.97451,0.88517,1,0.98618,0.92298,0.22787,0.47592,0.61764,0.79999,0.0004292,0.0004292,0.0004292
478,73871.8,0.46011,0.70831,0.24825,0.9461,0.91423,1,0.98875,0.97727,0.91423,1,0.98875,0.92106,0.23131,0.48327,0.54622,0.8036,0.0004259,0.0004259,0.0004259
479,74030.5,0.40629,0.6242,0.22188,0.91707,0.86999,0.99206,0.98565,0.97059,0.86999,0.99206,0.98565,0.92079,0.23937,0.5046,0.78089,0.80778,0.0004226,0.0004226,0.0004226
480,74188.2,0.44659,0.69111,0.23888,0.92546,0.92794,0.99206,0.98603,0.97036,0.92794,0.99206,0.98603,0.92351,0.23825,0.486,0.72611,0.8055,0.0004193,0.0004193,0.0004193
481,74345.9,0.44407,0.65905,0.23947,0.93192,0.93323,0.99839,0.98525,0.9704,0.93323,0.99839,0.98525,0.92345,0.23912,0.49437,0.73891,0.81008,0.000416,0.000416,0.000416
482,74504.6,0.44069,0.68074,0.24062,0.92328,0.85534,0.93858,0.96694,0.94946,0.85534,0.93858,0.96694,0.9061,0.23502,0.47315,0.88786,0.80429,0.0004127,0.0004127,0.0004127
483,74661.7,0.46925,0.73271,0.25774,0.9371,0.85279,0.96825,0.96777,0.95377,0.85279,0.96825,0.96777,0.89925,0.22763,0.5025,1.11949,0.80264,0.0004094,0.0004094,0.0004094
484,74819.1,0.44021,0.66956,0.24874,0.91329,0.8864,1,0.98563,0.97102,0.8864,1,0.98563,0.91712,0.21707,0.5043,1.04729,0.80275,0.0004061,0.0004061,0.0004061
485,74980,0.42706,0.65984,0.23322,0.93089,0.87323,1,0.98067,0.96842,0.87323,1,0.98067,0.92134,0.20792,0.48761,1.03948,0.7997,0.0004028,0.0004028,0.0004028
486,75138.6,0.41276,0.6088,0.22289,0.91774,0.84596,0.95888,0.97014,0.95539,0.84596,0.95888,0.97014,0.91729,0.21136,0.46745,1.09062,0.79981,0.0003995,0.0003995,0.0003995
487,75297.5,0.44562,0.70024,0.24843,0.9364,0.85922,0.96032,0.97881,0.96615,0.85922,0.96032,0.97881,0.91944,0.20429,0.47555,1.09412,0.80116,0.0003962,0.0003962,0.0003962
488,75457,0.45138,0.68219,0.26287,0.93796,0.9385,0.96825,0.98876,0.98029,0.9385,0.96825,0.98876,0.93791,0.20414,0.45317,0.98243,0.79533,0.0003929,0.0003929,0.0003929
489,75615.4,0.40527,0.65716,0.2228,0.92424,0.93265,0.96825,0.98689,0.9795,0.93265,0.96825,0.98689,0.93793,0.19495,0.45757,1.05813,0.79294,0.0003896,0.0003896,0.0003896
490,75777.3,0.43554,0.68353,0.23792,0.92814,0.93427,1,0.99001,0.98157,0.93427,1,0.99001,0.93296,0.19398,0.47933,1.02994,0.79313,0.0003863,0.0003863,0.0003863
491,75939.6,0.43963,0.66578,0.23242,0.93465,0.94715,0.99206,0.9924,0.98646,0.94715,0.99206,0.9924,0.93671,0.19475,0.48008,1.04298,0.79324,0.000383,0.000383,0.000383
492,76097.6,0.43787,0.67596,0.23918,0.92317,0.94164,1,0.99036,0.9805,0.94164,1,0.99036,0.93089,0.21142,0.48472,1.04092,0.80211,0.0003797,0.0003797,0.0003797
493,76255.7,0.42376,0.64034,0.2293,0.913,0.95408,0.98941,0.98983,0.9784,0.95408,0.98941,0.98983,0.92514,0.21657,0.48879,0.93704,0.80027,0.0003764,0.0003764,0.0003764
494,76414.7,0.42939,0.6568,0.23035,0.90523,0.9374,0.97619,0.98801,0.97332,0.9374,0.97619,0.98801,0.92055,0.2177,0.48724,1.04669,0.8002,0.0003731,0.0003731,0.0003731
495,76573.4,0.43659,0.68236,0.2449,0.9201,0.93054,1,0.99159,0.97804,0.93054,1,0.99159,0.93509,0.21604,0.46842,0.89055,0.79888,0.0003698,0.0003698,0.0003698
496,76731.9,0.43119,0.67903,0.23567,0.92322,0.94983,1,0.99307,0.98042,0.94983,1,0.99307,0.94079,0.21185,0.46856,0.85389,0.80104,0.0003665,0.0003665,0.0003665
497,76891.2,0.43644,0.65822,0.23062,0.92313,0.93746,1,0.9926,0.98462,0.93746,1,0.9926,0.9422,0.20138,0.44589,0.78225,0.79836,0.0003632,0.0003632,0.0003632
498,77049.6,0.42507,0.68412,0.24401,0.92449,0.92272,1,0.99083,0.98577,0.92272,1,0.99083,0.93454,0.20704,0.47442,0.85501,0.80249,0.0003599,0.0003599,0.0003599
499,77207.7,0.4272,0.67848,0.23507,0.93889,0.89762,1,0.98805,0.97995,0.89762,1,0.98805,0.93505,0.20881,0.45705,0.83851,0.80426,0.0003566,0.0003566,0.0003566
500,77368.4,0.45708,0.67602,0.23962,0.9378,0.87368,1,0.99123,0.98066,0.87368,1,0.99123,0.93973,0.21918,0.44909,0.91575,0.80807,0.0003533,0.0003533,0.0003533
501,77527,0.41144,0.67392,0.22712,0.93112,0.88262,1,0.9934,0.97757,0.88262,1,0.9934,0.93911,0.22229,0.44531,0.88706,0.80374,0.00035,0.00035,0.00035
502,77685.8,0.43683,0.64499,0.23646,0.9308,0.873,1,0.99217,0.97701,0.873,1,0.99217,0.93917,0.22152,0.46958,0.87527,0.80186,0.0003467,0.0003467,0.0003467
503,77845.7,0.42387,0.66199,0.23076,0.93771,0.889,0.95346,0.9852,0.96932,0.889,0.95346,0.9852,0.92917,0.22033,0.47642,0.83625,0.79793,0.0003434,0.0003434,0.0003434
504,78004.6,0.42534,0.68342,0.22562,0.93099,0.89699,0.95238,0.98182,0.96777,0.89699,0.95238,0.98182,0.9255,0.21672,0.47908,0.85119,0.79909,0.0003401,0.0003401,0.0003401
505,78162.9,0.43064,0.68229,0.23583,0.91679,0.85278,0.94444,0.97846,0.9645,0.85278,0.94444,0.97846,0.9182,0.21424,0.46545,1.02615,0.80152,0.0003368,0.0003368,0.0003368
506,78322.9,0.41549,0.66412,0.22684,0.90566,0.90299,0.95238,0.98306,0.96844,0.90299,0.95238,0.98306,0.92413,0.21631,0.45894,1.06994,0.80231,0.0003335,0.0003335,0.0003335
507,78481.1,0.43924,0.69062,0.23537,0.92824,0.91901,0.99057,0.98611,0.9778,0.91901,0.99057,0.98611,0.93016,0.20553,0.45875,0.99665,0.80063,0.0003302,0.0003302,0.0003302
508,78638.6,0.44012,0.69946,0.23959,0.93549,0.94178,1,0.9874,0.98048,0.94178,1,0.9874,0.94526,0.20276,0.42122,0.90685,0.79773,0.0003269,0.0003269,0.0003269
509,78797.9,0.40606,0.64448,0.22963,0.93226,0.92866,1,0.98699,0.97803,0.92866,1,0.98699,0.93977,0.22287,0.43015,0.90894,0.803,0.0003236,0.0003236,0.0003236
510,78956.2,0.40855,0.65002,0.22011,0.91586,0.88012,1,0.98511,0.96918,0.88012,1,0.98511,0.93416,0.22772,0.43451,0.90281,0.80312,0.0003203,0.0003203,0.0003203
511,79113.9,0.43773,0.65695,0.22561,0.94157,0.78156,0.99206,0.96802,0.9572,0.78156,0.99206,0.96802,0.92059,0.21706,0.44739,1.02288,0.80473,0.000317,0.000317,0.000317
512,79273.3,0.41322,0.6325,0.21185,0.92739,0.71436,0.99242,0.95283,0.94891,0.71436,0.99242,0.95283,0.90776,0.20846,0.45007,1.10681,0.80094,0.0003137,0.0003137,0.0003137
513,79419,0.42498,0.68422,0.23255,0.9359,0.81231,0.99206,0.96222,0.95647,0.81231,0.99206,0.96222,0.91179,0.20728,0.45465,0.89113,0.80016,0.0003104,0.0003104,0.0003104
514,79576.2,0.42106,0.64583,0.22796,0.90493,0.77661,0.99206,0.96246,0.95452,0.77661,0.99206,0.96246,0.91454,0.20775,0.4563,0.9793,0.79914,0.0003071,0.0003071,0.0003071
515,79736.1,0.43805,0.67175,0.23191,0.92396,0.77388,0.99206,0.97363,0.96455,0.77388,0.99206,0.97363,0.92107,0.20245,0.46593,0.95397,0.79536,0.0003038,0.0003038,0.0003038
516,79894.5,0.43378,0.66348,0.24314,0.94019,0.79229,0.99904,0.98472,0.973,0.79229,0.99904,0.98472,0.93177,0.20482,0.45946,0.9151,0.79574,0.0003005,0.0003005,0.0003005
517,80052.2,0.40289,0.65869,0.20723,0.90782,0.92529,1,0.99242,0.97927,0.92529,1,0.99242,0.93963,0.20024,0.45064,0.59612,0.79441,0.0002972,0.0002972,0.0002972
518,80212.3,0.39722,0.62688,0.21353,0.91587,0.96578,1,0.995,0.97921,0.96578,1,0.995,0.94564,0.20418,0.45337,0.40579,0.79479,0.0002939,0.0002939,0.0002939
519,80370.9,0.38966,0.6084,0.2061,0.91024,0.96354,1,0.9917,0.97715,0.96354,1,0.9917,0.93979,0.21174,0.47937,0.461,0.79727,0.0002906,0.0002906,0.0002906
520,80528.5,0.42689,0.67072,0.23096,0.89776,0.9482,1,0.99013,0.97969,0.9482,1,0.99013,0.93926,0.19475,0.45726,0.58251,0.78986,0.0002873,0.0002873,0.0002873
521,80687.8,0.42146,0.65107,0.22488,0.91309,0.92893,1,0.98681,0.97835,0.92893,1,0.98681,0.93832,0.1949,0.45663,0.73916,0.79148,0.000284,0.000284,0.000284
522,80846.2,0.43486,0.66098,0.22617,0.92535,0.93945,1,0.99056,0.97934,0.93945,1,0.99056,0.94202,0.19385,0.43609,0.73237,0.78987,0.0002807,0.0002807,0.0002807
523,81003.9,0.40612,0.63239,0.22733,0.92856,0.95115,1,0.99,0.97512,0.95115,1,0.99,0.94089,0.2019,0.44215,0.74086,0.79194,0.0002774,0.0002774,0.0002774
524,81163,0.43582,0.65007,0.23265,0.91953,0.94519,1,0.99258,0.9778,0.94519,1,0.99258,0.93557,0.20134,0.46497,0.74925,0.79364,0.0002741,0.0002741,0.0002741
525,81320.7,0.42832,0.65532,0.22596,0.92856,0.96623,1,0.99314,0.98399,0.96623,1,0.99314,0.94147,0.18489,0.45032,0.65471,0.79077,0.0002708,0.0002708,0.0002708
526,81478.6,0.40083,0.65341,0.21637,0.90886,0.98506,1,0.995,0.98257,0.98506,1,0.995,0.9417,0.18158,0.44423,0.60159,0.79077,0.0002675,0.0002675,0.0002675
527,81638.1,0.43967,0.68106,0.22012,0.94596,0.99309,1,0.995,0.98274,0.99309,1,0.995,0.94063,0.18982,0.43179,0.52943,0.79194,0.0002642,0.0002642,0.0002642
528,81796.5,0.42936,0.66333,0.2246,0.92854,0.98524,1,0.995,0.98409,0.98524,1,0.995,0.93621,0.19269,0.43571,0.46457,0.79188,0.0002609,0.0002609,0.0002609
529,81954.2,0.42815,0.65841,0.22604,0.9371,0.99145,1,0.995,0.98308,0.99145,1,0.995,0.93656,0.19944,0.4365,0.41842,0.79396,0.0002576,0.0002576,0.0002576
530,82112.8,0.43916,0.67315,0.23431,0.93392,0.99551,1,0.995,0.98308,0.99551,1,0.995,0.93663,0.21516,0.45144,0.44044,0.79959,0.0002543,0.0002543,0.0002543
531,82271.1,0.41393,0.67419,0.21486,0.92408,0.99542,1,0.995,0.98456,0.99542,1,0.995,0.93945,0.20077,0.42441,0.32426,0.79389,0.000251,0.000251,0.000251
532,82429,0.42253,0.65204,0.22768,0.92037,0.99326,1,0.995,0.98389,0.99326,1,0.995,0.94273,0.2014,0.43052,0.30478,0.79637,0.0002477,0.0002477,0.0002477
533,82588.4,0.42398,0.67813,0.22626,0.92165,0.98434,1,0.995,0.98312,0.98434,1,0.995,0.93674,0.20244,0.43574,0.27627,0.79808,0.0002444,0.0002444,0.0002444
